bbox,class_name,confidence,dedup_status,entity,evidence,image_id,match_status,matched_reference_vehicle_id,observation,raw_detection_id,review_medium,reviewed,run,status,target_id
"[61.952022552490234, 246.67828369140625, 89.03802490234375, 267.5440979003906]",car,0.7015589475631714,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007542,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0002,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_02.jpg,True,r0,unresolved_reference_matching,S002
"[300.2928161621094, 212.8958740234375, 360.1736755371094, 273.2401428222656]",truck,0.4679276943206787,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007542,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_02.jpg,True,r0,unresolved_reference_matching,S004
"[19.093433380126953, 249.0658416748047, 50.68722152709961, 267.3583679199219]",car,0.45659008622169495,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007542,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_02.jpg,True,r0,unresolved_reference_matching,S005
"[379.6007385253906, 254.32411193847656, 450.35101318359375, 299.066162109375]",car,0.40844014286994934,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007598,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0001,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_03.jpg,True,r0,unresolved_reference_matching,S001
"[588.7674560546875, 131.3787078857422, 732.2921752929688, 247.4073028564453]",car,0.3029005229473114,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007601,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0008,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_03.jpg,True,r0,unresolved_reference_matching,S008
"[1271.287109375, 342.3551330566406, 1501.5345458984375, 446.6730651855469]",car,0.7310709953308105,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007612,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_04.jpg,True,r0,unresolved_reference_matching,S005
"[619.7171630859375, 363.3228454589844, 702.2745971679688, 415.7449951171875]",car,0.36684709787368774,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007612,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0008,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_04.jpg,True,r0,unresolved_reference_matching,S008
"[649.7044677734375, 365.1709289550781, 703.2233276367188, 414.5826721191406]",car,0.2672843039035797,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007612,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0010,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_04.jpg,True,r0,unresolved_reference_matching,S010
"[1570.6190185546875, 202.38491821289062, 1654.0928955078125, 257.1432800292969]",car,0.6250323057174683,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007621,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_04.jpg,True,r0,unresolved_reference_matching,S003
"[174.51773071289062, 202.93002319335938, 259.0520324707031, 220.7113037109375]",car,0.44699934124946594,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007650,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_05.jpg,True,r0,unresolved_reference_matching,S004
"[0.19255828857421875, 210.45164489746094, 242.57876586914062, 432.9249572753906]",car,0.3570086658000946,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007655,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_05.jpg,True,r0,unresolved_reference_matching,S004
"[1365.85986328125, 372.00433349609375, 1457.041259765625, 472.9460754394531]",car,0.505763053894043,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007664,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0006,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_05.jpg,True,r0,unresolved_reference_matching,S006
"[1654.7017822265625, 152.912353515625, 1919.9847412109375, 371.5888366699219]",car,0.4625752568244934,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007661,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_06.jpg,True,r0,unresolved_reference_matching,S004
"[1841.231689453125, 56.869571685791016, 1920.0, 251.3924102783203]",truck,0.2606525421142578,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007580,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_06.jpg,True,r0,unresolved_reference_matching,S005
"[1289.3817138671875, 243.55125427246094, 1438.776123046875, 323.805908203125]",car,0.4766819477081299,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007585,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_06.jpg,True,r0,unresolved_reference_matching,S004
"[273.0211486816406, 302.46343994140625, 328.2491149902344, 416.0907287597656]",car,0.6733901500701904,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007626,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0001,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_06.jpg,True,r0,unresolved_reference_matching,S001
"[437.79730224609375, 283.635498046875, 499.5272216796875, 386.888671875]",car,0.6130262017250061,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007626,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0002,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_06.jpg,True,r0,unresolved_reference_matching,S002
"[1308.9666748046875, 221.24542236328125, 1365.4940185546875, 253.94482421875]",car,0.34966567158699036,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007635,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0007,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_07.jpg,True,r0,unresolved_reference_matching,S007
"[1391.71142578125, 216.30117797851562, 1537.8350830078125, 270.9526062011719]",car,0.2663554251194,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007635,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0008,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_07.jpg,True,r0,unresolved_reference_matching,S008
"[1350.7681884765625, 147.86585998535156, 1412.628173828125, 204.88009643554688]",car,0.4844915568828583,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007672,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0008,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_07.jpg,True,r0,unresolved_reference_matching,S007
"[213.5745391845703, 112.80322265625, 296.9659118652344, 181.32986450195312]",car,0.4225141704082489,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007672,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0009,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_07.jpg,True,r0,unresolved_reference_matching,S008
"[41.89322280883789, 106.97801971435547, 119.0699462890625, 137.5908660888672]",car,0.2884393036365509,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007672,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0014,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_07.jpg,True,r0,unresolved_reference_matching,S013
"[1154.4501953125, 296.4366760253906, 1209.1514892578125, 338.3385009765625]",car,0.4957488477230072,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007673,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0001,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_07.jpg,True,r0,unresolved_reference_matching,S001
"[1706.7943115234375, 308.54833984375, 1743.903564453125, 363.1294860839844]",car,0.5273288488388062,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007450,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_07.jpg,True,r0,unresolved_reference_matching,S003
"[1771.81494140625, 311.877685546875, 1803.8955078125, 362.7191162109375]",car,0.37191465497016907,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007450,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_07.jpg,True,r0,unresolved_reference_matching,S004
"[407.5542297363281, 293.4863586425781, 450.9903259277344, 351.6888427734375]",car,0.3117220401763916,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007396,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_08.jpg,True,r0,unresolved_reference_matching,S004
"[1569.75439453125, 381.3245849609375, 1605.17626953125, 423.619384765625]",car,0.25082066655158997,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007326,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_09.jpg,True,r0,unresolved_reference_matching,S005
"[1310.3619384765625, 263.3148498535156, 1374.6085205078125, 324.98785400390625]",truck,0.6386438012123108,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007340,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_09.jpg,True,r0,unresolved_reference_matching,S004
"[680.9304809570312, 244.61279296875, 742.3271484375, 309.0084228515625]",car,0.4508703052997589,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007692,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_10.jpg,True,r0,unresolved_reference_matching,S003
"[510.3040466308594, 156.15016174316406, 550.67333984375, 188.8607635498047]",car,0.48635584115982056,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007707,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_10.jpg,True,r0,unresolved_reference_matching,S003
"[1647.361083984375, 308.47705078125, 1684.657470703125, 333.8198547363281]",car,0.49058929085731506,kept,detection,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,IMG_007548,correct_detection,,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,raw_0001,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_01.jpg,True,r1,correct_detection,S001
"[392.3701171875, 283.07025146484375, 453.6249694824219, 309.0006408691406]",car,0.25601881742477417,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007555,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_01.jpg,True,r1,unresolved_reference_matching,S003
"[964.8949584960938, 212.20925903320312, 1168.403076171875, 287.3476257324219]",car,0.2875469923019409,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007554,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_01.jpg,True,r1,unresolved_reference_matching,S004
"[55.80290222167969, 232.8849334716797, 97.7286376953125, 264.4483642578125]",car,0.48354074358940125,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007536,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0002,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,unresolved_reference_matching,S002
"[141.15576171875, 235.80882263183594, 180.4897918701172, 264.17047119140625]",car,0.40302637219429016,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007536,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,unresolved_reference_matching,S004
"[0.49386119842529297, 230.09046936035156, 56.54373550415039, 263.4659729003906]",car,0.28850841522216797,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007536,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,unresolved_reference_matching,S005
"[0.8620891571044922, 105.9199447631836, 125.618408203125, 170.16004943847656]",car,0.3885049819946289,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007547,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,unresolved_reference_matching,S003
"[1826.2452392578125, 187.23092651367188, 1861.95556640625, 221.49501037597656]",car,0.5704650282859802,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007527,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,unresolved_reference_matching,S003
