media_id,event_name,event_label,sample_role,evidence_description,reviewer,review_status,event_definition_version
IMG_007556,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=38; intended_group=p01-outside-legal-bay-clear; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007557,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=39; intended_group=p01-outside-legal-bay-clear; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007558,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=40; intended_group=p01-outside-legal-bay-clear; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007559,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=41; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007560,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=42; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007561,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=43; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007562,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=44; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007563,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=45; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007564,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=46; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007565,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=47; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007566,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=48; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007567,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=49; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007568,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=50; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007569,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=51; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007570,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=52; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007571,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=53; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007572,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=54; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007573,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=55; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007574,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=56; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007575,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=57; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007576,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=58; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007577,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=59; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007578,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=60; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007579,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=61; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007580,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=62; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007581,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=63; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007582,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=64; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007583,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=65; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007584,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=66; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007585,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=67; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007586,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=68; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007587,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=69; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007588,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=70; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007589,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=71; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007590,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=72; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007591,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=73; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007592,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=74; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007593,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=75; intended_group=p02-cross-single-boundary-line; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007594,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=76; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007595,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=77; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007596,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=78; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007597,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=79; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007598,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=80; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007599,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=81; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007600,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=82; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007601,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=83; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007602,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=84; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007603,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=85; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007604,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=86; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007605,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=87; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007606,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=88; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007607,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=89; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007608,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=90; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007609,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=91; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007610,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=92; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007611,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=93; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007612,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=94; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007613,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=95; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007614,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=96; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007615,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=97; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007616,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=98; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007617,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=99; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007618,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=100; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007619,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=101; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007620,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=102; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007621,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=103; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007622,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=104; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007623,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=105; intended_group=p03-span-two-bays; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007624,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=106; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007625,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=108; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007626,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=109; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007627,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=110; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007628,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=111; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007629,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=112; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007630,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=113; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007631,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=114; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007632,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=115; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007633,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=116; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
