media_id,source_id,relative_path,gt_label,sample_role,generation_group,subtype,manifest_split,p0_prediction,p0_reason,p0_status,http_status,schema_status,prediction_unique,relative_path_match,gt_match,sample_role_match,generation_group_match,subtype_match,source_id_match,split_match,status_ok,schema_ok,dev_path_contained,image_exists,image_sha256_match,binding_ok
IMG_007530,11,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007530.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The single visible vehicle is positioned within a clearly marked parking bay, aligned with the yellow lines, and shows no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007531,12,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007531.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,1,"The dark pickup truck is positioned diagonally across the yellow-lined parking bay, occupying space that extends beyond the marked boundaries into the adjacent travel lane, which constitutes a clear violation of parking order.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007532,13,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007532.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The red car is positioned within a clearly marked parking bay, aligned with the white lines, and does not appear to be crossing boundaries or intruding into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007533,14,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007533.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The red vehicle is positioned within a clearly marked parking bay, aligned with the bay boundaries and not intruding into the travel aisle or crossing bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007534,15,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007534.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,1,"The red car is positioned diagonally across the parking lot, occupying a travel lane and crossing the white bay lines, which constitutes parking outside a legal marked bay.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007535,16,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007535.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white vehicle is positioned within the yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007536,17,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007536.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white vehicle is clearly positioned within a marked parking bay, aligned with the bay boundaries and not intruding into travel lanes or crossing bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007537,18,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007537.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white vehicle is positioned within a clearly marked parking bay, bounded by yellow lines on the left and rear, and does not appear to cross any bay boundaries or intrude into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007538,19,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007538.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white car is positioned within a clearly marked parking bay, aligned with the white painted lines, and does not appear to be crossing any bay boundaries or intruding into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007539,20,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007539.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white sedan is positioned within a clearly marked parking bay, aligned with the bay boundaries and not intruding into the travel aisle or crossing bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007540,21,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007540.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white sedan is positioned within a clearly marked parking bay, aligned with the lane boundaries and not crossing any lines or intruding into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007541,22,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007541.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The silver sedan is positioned squarely within a clearly marked yellow parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007542,23,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007542.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The silver sedan is positioned within a clearly marked yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007543,24,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007543.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The silver sedan is positioned within a clearly marked yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007544,26,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007544.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The main vehicle is positioned within a clearly marked parking bay, and other visible vehicles are also parked within their respective bays without crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007545,27,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007545.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The blue SUV is positioned within a clearly marked parking bay, aligned with the white boundary lines, and does not appear to be crossing any bay boundaries or intruding into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007546,28,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007546.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The black SUV is positioned squarely within a marked parking bay, aligned with the yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007547,29,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007547.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The black SUV is positioned within a clearly marked parking bay, aligned with the yellow boundary lines and not intruding into the travel aisle or crossing bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007548,30,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007548.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The black SUV is positioned within a clearly marked parking bay, aligned with the yellow boundary lines and not intruding into the travel aisle or crossing bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007549,31,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007549.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The single visible vehicle is positioned within a clearly marked parking bay, aligned with the white painted lines, showing no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007550,32,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007550.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,1,"The grey minivan is positioned diagonally across the parking lane, occupying a space that appears to be a travel aisle or non-parking area rather than a clearly marked parking bay. The vehicle is not aligned with any visible parking bay lines and seems to be blocking or crossing into the driving lane, which constitutes a parking order violation under the definition of intruding into a non-parking area.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007551,33,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007551.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The gray minivan is positioned within the boundaries of a clearly marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007552,34,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007552.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white van is positioned in the center of a travel lane, but there are no visible parking bay markings in the immediate foreground or background to suggest it is parked outside a legal bay. The scene appears to be a normal traffic flow or temporary queue area rather than a parking lot with marked bays. Without clear bay boundaries to reference, we cannot confirm a violation.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007553,35,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007553.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white van is positioned within a clearly marked parking bay, aligned with the yellow lines, and does not appear to be crossing boundaries or intruding into travel lanes. Other visible vehicles in the background are also within their respective bays. No clear violation of parking order is evident.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007554,36,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007554.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The white van is positioned within a clearly marked parking bay, and the white sedan behind it is also parked within its designated bay. No vehicles are crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007555,37,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007555.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The primary vehicle is positioned within a clearly marked parking bay, and no other vehicles are visible intruding into travel aisles or crossing bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007556,38,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007556.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,The single visible vehicle is parked within clearly marked white bay lines and does not cross any boundaries or intrude into travel aisles.,ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007557,39,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007557.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The red car is positioned within a clearly marked parking bay, bounded by yellow lines on the left and right, and does not appear to be crossing any bay boundaries or intruding into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007558,40,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007558.png,1,positive,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,train,0,"The red car is positioned within a clearly marked parking bay, aligned with the yellow boundary lines, and does not appear to be crossing any bay boundaries or intruding into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007559,41,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007559.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The central white vehicle is clearly positioned within a marked parking bay, aligned with the white boundary lines. The adjacent vehicles are also parked within their respective bays. There is no visible evidence of any vehicle crossing bay boundaries, spanning multiple bays, or intruding into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007560,42,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007560.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,All visible vehicles are parked within clearly marked white bay lines; no vehicle crosses boundaries or intrudes into travel aisles.,ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007561,43,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007561.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white Tesla is clearly parked within a single marked parking bay, aligned with the white painted lines, showing no boundary crossing or intrusion into travel lanes.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007562,44,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007562.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white car is positioned squarely within a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007563,45,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007563.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white Ford sedan is clearly parked within a marked bay, aligned with yellow boundary lines and not intruding into any travel aisle or crossing bay boundaries. Other visible vehicles in the background also appear to be within their respective bays. No evidence of parking order violation is present.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007564,46,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007564.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white sedan is clearly positioned within a marked parking bay, bounded by yellow lines on both sides, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007565,47,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007565.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,The silver sedan is clearly parked within the white-lined parking bay boundaries. Other visible vehicles in the background are also positioned within their respective marked bays. There is no evidence of any vehicle crossing bay boundaries or intruding into travel aisles.,ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007566,48,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007566.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The silver sedan is parked within a clearly marked parking bay, aligned with the lane boundaries and not obstructing any travel aisles. The adjacent vehicle is also within its designated space. No evidence of crossing bay boundaries or intruding into non-parking areas is visible.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007567,49,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007567.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The silver sedan is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007568,50,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007568.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The blue SUV is clearly positioned within the yellow rectangular parking bay markings on the pavement, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007569,51,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007569.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,1,"The blue SUV is positioned diagonally across the yellow painted lines, occupying the space of a travel lane or non-parking area rather than being contained within a single marked parking bay.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007570,52,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007570.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,1,"The blue SUV is positioned diagonally across the yellow lane marking, occupying the travel lane rather than a designated parking bay, which constitutes a parking order violation.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007571,53,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007571.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The black Ford SUV is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007572,54,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007572.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The black Buick SUV is clearly parked within its marked white bay lines, and the silver car behind it is also within its own bay; no vehicles are crossing boundaries or intruding into aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007573,55,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007573.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The black SUV is clearly parked within the white-lined parking bay, with no visible boundary crossing or intrusion into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007574,56,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007574.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The gray minivan is clearly positioned within the yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007575,57,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007575.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The vehicle is clearly positioned within the yellow-lined parking bay boundaries, with no visible intrusion into travel aisles or crossing of bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007576,58,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007576.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The gray minivan is positioned within a clearly marked parking bay, bounded by yellow lines on both sides, with no visible intrusion into travel lanes or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007577,59,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007577.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white van is clearly positioned within the boundaries of a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007578,60,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007578.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white van is clearly positioned within the boundaries of a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
