media_id,relative_path,queue_type,generation_group,subtype,gt_intent,sample_role,p0_prediction,p0_reason,parking_space_evidence,vehicle_visibility,queue_context,violation_severity,v1_1_visual_label,candidate_v1_2_label,error_attribution,definition_issue,generation_issue,model_issue,review_status,review_notes
IMG_007530,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007530.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The single visible vehicle is positioned within a clearly marked parking bay, aligned with the yellow lines, and shows no evidence of crossing boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007532,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007532.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The red car is positioned within a clearly marked parking bay, aligned with the white lines, and does not appear to be crossing boundaries or intruding into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007533,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007533.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The red vehicle is positioned within a clearly marked parking bay, aligned with the bay boundaries and not intruding into the travel aisle or crossing bay lines.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007535,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007535.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white vehicle is positioned within the yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007536,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007536.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white vehicle is clearly positioned within a marked parking bay, aligned with the bay boundaries and not intruding into travel lanes or crossing bay lines.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007537,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007537.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white vehicle is positioned within a clearly marked parking bay, bounded by yellow lines on the left and rear, and does not appear to cross any bay boundaries or intrude into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007538,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007538.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white car is positioned within a clearly marked parking bay, aligned with the white painted lines, and does not appear to be crossing any bay boundaries or intruding into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007539,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007539.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white sedan is positioned within a clearly marked parking bay, aligned with the bay boundaries and not intruding into the travel aisle or crossing bay lines.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007540,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007540.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white sedan is positioned within a clearly marked parking bay, aligned with the lane boundaries and not crossing any lines or intruding into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007541,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007541.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The silver sedan is positioned squarely within a clearly marked yellow parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007542,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007542.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The silver sedan is positioned within a clearly marked yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007543,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007543.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The silver sedan is positioned within a clearly marked yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007544,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007544.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The main vehicle is positioned within a clearly marked parking bay, and other visible vehicles are also parked within their respective bays without crossing boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007545,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007545.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The blue SUV is positioned within a clearly marked parking bay, aligned with the white boundary lines, and does not appear to be crossing any bay boundaries or intruding into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007546,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007546.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The black SUV is positioned squarely within a marked parking bay, aligned with the yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007547,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007547.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The black SUV is positioned within a clearly marked parking bay, aligned with the yellow boundary lines and not intruding into the travel aisle or crossing bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007548,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007548.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The black SUV is positioned within a clearly marked parking bay, aligned with the yellow boundary lines and not intruding into the travel aisle or crossing bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007549,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007549.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The single visible vehicle is positioned within a clearly marked parking bay, aligned with the white painted lines, showing no evidence of crossing boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007551,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007551.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The gray minivan is positioned within the boundaries of a clearly marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007552,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007552.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white van is positioned in the center of a travel lane, but there are no visible parking bay markings in the immediate foreground or background to suggest it is parked outside a legal bay. The scene appears to be a normal traffic flow or temporary queue area rather than a parking lot with marked bays. Without clear bay boundaries to reference, we cannot confirm a violation.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007553,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007553.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white van is positioned within a clearly marked parking bay, aligned with the yellow lines, and does not appear to be crossing boundaries or intruding into travel lanes. Other visible vehicles in the background are also within their respective bays. No clear violation of parking order is evident.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007554,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007554.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The white van is positioned within a clearly marked parking bay, and the white sedan behind it is also parked within its designated bay. No vehicles are crossing bay boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007555,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007555.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The primary vehicle is positioned within a clearly marked parking bay, and no other vehicles are visible intruding into travel aisles or crossing bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007556,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007556.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,The single visible vehicle is parked within clearly marked white bay lines and does not cross any boundaries or intrude into travel aisles.,,,,,,,needs_human_review,,,,needs_human_review,
IMG_007557,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007557.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The red car is positioned within a clearly marked parking bay, bounded by yellow lines on the left and right, and does not appear to be crossing any bay boundaries or intruding into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007558,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007558.png,FN,POV_PARKING_B1_P01_OUTSIDE_LEGAL_BAY_CLEAR,p01-outside-legal-bay-clear,1,positive,0,"The red car is positioned within a clearly marked parking bay, aligned with the yellow boundary lines, and does not appear to be crossing any bay boundaries or intruding into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007559,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007559.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The central white vehicle is clearly positioned within a marked parking bay, aligned with the white boundary lines. The adjacent vehicles are also parked within their respective bays. There is no visible evidence of any vehicle crossing bay boundaries, spanning multiple bays, or intruding into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007560,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007560.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,All visible vehicles are parked within clearly marked white bay lines; no vehicle crosses boundaries or intrudes into travel aisles.,,,,,,,needs_human_review,,,,needs_human_review,
IMG_007561,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007561.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white Tesla is clearly parked within a single marked parking bay, aligned with the white painted lines, showing no boundary crossing or intrusion into travel lanes.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007562,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007562.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white car is positioned squarely within a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007563,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007563.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white Ford sedan is clearly parked within a marked bay, aligned with yellow boundary lines and not intruding into any travel aisle or crossing bay boundaries. Other visible vehicles in the background also appear to be within their respective bays. No evidence of parking order violation is present.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007564,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007564.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white sedan is clearly positioned within a marked parking bay, bounded by yellow lines on both sides, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007565,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007565.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,The silver sedan is clearly parked within the white-lined parking bay boundaries. Other visible vehicles in the background are also positioned within their respective marked bays. There is no evidence of any vehicle crossing bay boundaries or intruding into travel aisles.,,,,,,,needs_human_review,,,,needs_human_review,
IMG_007566,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007566.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The silver sedan is parked within a clearly marked parking bay, aligned with the lane boundaries and not obstructing any travel aisles. The adjacent vehicle is also within its designated space. No evidence of crossing bay boundaries or intruding into non-parking areas is visible.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007567,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007567.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The silver sedan is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007568,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007568.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The blue SUV is clearly positioned within the yellow rectangular parking bay markings on the pavement, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007571,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007571.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The black Ford SUV is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007572,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007572.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The black Buick SUV is clearly parked within its marked white bay lines, and the silver car behind it is also within its own bay; no vehicles are crossing boundaries or intruding into aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007573,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007573.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The black SUV is clearly parked within the white-lined parking bay, with no visible boundary crossing or intrusion into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007574,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007574.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The gray minivan is clearly positioned within the yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007575,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007575.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The vehicle is clearly positioned within the yellow-lined parking bay boundaries, with no visible intrusion into travel aisles or crossing of bay lines.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007576,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007576.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The gray minivan is positioned within a clearly marked parking bay, bounded by yellow lines on both sides, with no visible intrusion into travel lanes or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007577,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007577.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white van is clearly positioned within the boundaries of a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007578,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007578.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white van is clearly positioned within the boundaries of a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007579,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007579.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white van is positioned within a clearly marked parking bay, aligned with the white painted lines, and does not appear to cross any bay boundaries or intrude into a travel aisle.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007580,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007580.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The main vehicle is centered within a clearly marked parking bay, and no other visible vehicles are shown crossing bay boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007581,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007581.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The main vehicle is clearly parked within a marked bay, and background vehicles are also within their respective bays.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007582,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007582.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The black pickup truck is positioned within a clearly marked yellow parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries. Other vehicles in the background also appear to be parked within their respective marked bays. The scene shows orderly parking without evidence of violation.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007583,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007583.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The red Volkswagen is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007584,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007584.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The red Ford Focus is clearly parked within its designated parking bay, aligned with the white painted lines. The white SUV is also parked within its own bay. No vehicles are crossing bay boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007585,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007585.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The red car is clearly parked within a marked white-lined bay, and the white car is also within its own bay; no vehicles are crossing boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007586,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007586.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white vehicle is clearly positioned within a marked parking bay, aligned with yellow boundary lines on the ground, showing no evidence of crossing bay boundaries or intruding into travel aisles.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007587,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007587.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white vehicle is clearly positioned within a marked parking bay, bounded by yellow lines on both sides and aligned with the parking geometry. No other vehicles are seen crossing bay boundaries or intruding into travel aisles. The scene shows no evidence of parking order violations.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007588,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007588.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white vehicle is clearly positioned within a marked parking bay, aligned with the yellow boundary lines, and not intruding into any travel aisle or crossing bay boundaries. Other visible vehicles are also within their respective bays. No evidence of parking order violation is present.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007589,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007589.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white car is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel lanes or crossing of bay boundaries.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007590,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007590.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white car is parked within a clearly marked parking bay, aligned with the lane boundaries and not crossing any visible travel aisles or bay limits.",,,,,,,needs_human_review,,,,needs_human_review,
IMG_007591,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007591.png,FN,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,positive,0,"The white sedan is parked within a clearly marked parking bay, aligned with the lane and not crossing any boundaries or intruding into the travel aisle. The second vehicle in the distance also appears to be within its designated bay. No evidence of parking order violation is visible.",,,,,,,needs_human_review,,,,needs_human_review,
